author,categoryId,content,date,description,id,image,title
ياسين عمر,horror,"لقيت الساعة في درج قديم.

شكلها عادي.

لكن كانت واقفة على 3:00.

شغلتها.

بالليل…

صحيت.

3:00.

نفس اللحظة.

كل حاجة زي ما هي.

رجعت أنام.

تاني يوم… نفس الحاجة.

لكن في صوت.

خطوة.

تالت يوم…

الخطوة قربت.

رابع يوم…

حد وقف عند الباب.

خامس يوم…

فتح الباب.

سادس يوم…

كان واقف جنبي.

سابني.

سابع يوم…

قال:

""آخر مرة.""",2024-03-01,ساعة قديمة تعيد لك نفس اللحظة كل ليلة… لكن كل مرة شيء مختلف يقترب منك أكثر.,horror_long_8,https://images.unsplash.com/photo-1498050108023-c5249f4df085,الساعة اللي بترجعك
ياسين عمر,horror,"صحيت لقيت لعبة على موبايلي.

أنا ما حملتهاش.

اسمها: ""ابدأ"".

دخلت.

أول مرحلة.

""امشي في البيت."" 

مشيت.

عدّت.

تاني مرحلة.

""افتح الباب."" 

فتحته.

عدّت.

تالت مرحلة.

""بص وراك."" 

بصيت.

في حد.

قفلت اللعبة.

لكن المرحلة ما وقفتش.

الصوت قال:

""كمل.""",2024-03-01,لعبة قديمة تظهر على الموبايل فجأة، وكل مرحلة فيها تتحول إلى واقع مرعب.,horror_long_9,https://images.unsplash.com/photo-1511512578047-dfb367046420,اللعبة
ياسين عمر,horror,"في الأول… كان مجرد صوت.

همسة.

خفيفة.

""إنت مش هنا."" 

كنت بتجاهل.

لكن الصوت فضل.

كل ليلة.

نفس الجملة.

""إنت مش هنا."" 

في يوم… رديت.

""أمال فين؟""

الصوت سكت.

وبعدين قال:

""تعالى… وأنا أوريك."" 

نمت.

صحيت.

المكان مختلف.

الدنيا غريبة.

والناس… مش شايفاني.

والصوت قال:

""أهلاً بيك… في الحقيقة.""",2024-03-01,صوت يهمس لك كل ليلة، ومع الوقت يبدأ يقنعك أن العالم الحقيقي ليس هو الواقع.,horror_long_10,https://images.unsplash.com/photo-1509248961158-e54f6934749c,الهمسة الأخيرة
زيد المهندس,sci-fi,"في البداية.. كانت الدنيا رمادي.

شاشات.

أكواد.

أبراج زجاجية مابتخلصش.

أنا 'زيد'.. مهندس استقرار نظم.

شغلي؟ أصلح 'الصدوع' في دماغ الناس.

اللي بيحلم بكود.

اللي بيشوف 'بكسلات' في نومه.

كنت فاكر إن ده الواقع.

لحد ليلة الثلاثاء..

فتحت الـ System بتاعي.

لقيت ملف غريب.

`Oasis_Project_1999.void`

حجمه؟ 0 بايت.

لكن سحب كل طاقة الـ CPU في عقلي.

حاولت أمسحه..

الجهاز صرخ.

وفجأة..

شميت ريحة مِلح.

سمعت صوت موج.

حسيت برملة سخنة تحت رجلي.

ريحة حطب محروق في ليلة برد.

أنا عمري ما شوفت بحر.. ولا لمست رملة.

إحنا عايشين تحت 'القبة'.. سماء اصطناعية.

الصوت همس في ودني:

'إنت مش هنا.. إنت محبوس في الكود.'

فجأة الشاشة قلبت أحمر.

'وحدات التطهير في طريقها إليك.'

هربت.

جريت في شوارع 'نيو-سايبر'.

قابلت 'إيلارا'.

قالت لي: 'الملف ده مش فيروس.. ده الحقيقة.'

'الحقيقة اللي مسحوها من دماغ البشر.'

'الأرض لسه حية.. البحر لسه موجود.'

'واحة سدر.. هي المفتاح.'

دخلنا 'الخادم المركزي'.

كأننا بنعوم في محيط من البيانات السايلة.

واجهنا 'تنانين الأمان'.. خوارزميات عايزة تمسحنا.

إيلارا صرخت: 'ما تبصش للصور اللي بيعرضوها! دي وهم!'

وصلت للوحة التحكم.

كان قدامي زرار واحد: `Deploy Reality`.

العالم كله كان نايم في كبسولات الذاكرة.

دوست.

في اللحظة دي..

ملايين الناس صحيت.

مش بصوت إنذار..

بإحساس مية البحر وهي بتلمس رجليهم.

بريحة الياسمين اللي دخلت الرئة.

القبة الزجاجية بدأت تتشقق.

النجوم الحقيقية ظهرت لأول مرة.

بصيت لإيلارا وقلت لها:

'دلوقتي بس.. التحديث خلص.'

'والعالم.. بدأ.'",2026-04-04,عندما تكتشف أن ذاكرتك ليست ملكك، وأن 'الواقع' مجرد سطر كود تم اختراقه.. هل ستختار اليقظة؟,sci_fi_long_2104,https://images.unsplash.com/photo-1451187580459-43490279c0fa,بروتوكول اليقظة: لغز واحة سدر
آدم المبرمج,sci-fi,"المنبه رن الساعة 7:00.

مديت إيدي عشان أقفله..

إيدي اخترقت المنبه.

كأنه ملوش وجود مادي.

فركت عيني.. رجعت إيدي طبيعية.

قلت: 'إجهاد شغل.. محتاج قهوة'.

نزلت الشارع.

شوفت عصفور طيرانه وقف في الهوا.. كأنه 'صورة ثابتة'.

وبعد ثانيتين.. كمل طيران بسرعة البرق.

الناس حواليا ماشيين عادي.

محدش لاحظ الـ 'Lag' ده غيري.

دخلت المكتب.

فتحت الـ Laptop.. وبدأت أكتب كود.

فجأة.. الشاشة قلبت أسود.

وظهر سطر واحد بلون أخضر فسفوري:

`System Warning: Packet loss detected in Sector 7-G (Your Room)`

جسمي سقع.

Sector 7-G؟ ده عنوان بيتي.

حاولت أقفل الجهاز.. الجهاز رفض.

الكلام اتغير:

`Admin is looking for the Glitch.. Stay still.`

بصيت حواليا برعب.

شوفت زميلي 'عمر' واقف قدام ماكينة القهوة.

وشه بدأ 'يبكسل' (Pixels).

ملامحه اختفت وبقت مكعبات ألوان.

محدش من الموظفين لاحظ.. كأنهم 'Background Actors' مبرمجين.

جريت على السلم.

كل خطوة بخطيها.. الأرض تحت رجلي بتتحول لـ Grid أسود.

العالم بيتمسح ورايا.

طلعت الموبايل.. مفيش شبكة.

بس الموبايل نطق بصوت غريب:

'إنت مش مفروض تكون واعي بالثغرة يا آدم.'

'إنت مجرد سطر كود اتكتب غلط.. ولازم يتحذف.'

وصلت لباب الخروج..

لقيت قدامي شخص لابس بدلة سودة.. ملوش وش.

مجرد فراغ أبيض مكانه.

رفع إيده.. وظهر قدامه Prompt:

`Delete Object: Adam_01? (Y/N)`

غمضت عيني.. وصرخت:

'أنا مش كود! أنا بحس! أنا موجود!'

فتحت عيني..

لقيت نفسي في أوضة بيضاء تماماً.

مفيش أبواب.. مفيش شبابيك.

وصوت من السقف بيقول:

'تم نقل الكائن للـ Sandbox للفحص.'

'النسخة الجاية من الواقع.. مش هيكون فيها غلطات زيك.'

بصيت لإيدي..

بدأت تتحول لـ أرقام وصور باهتة.

ابتسمت بوجع وقلت:

'لو أنا كود.. فـ أنا الفيروس اللي هيبوظ السيرفر بتاعكم.'

وبدأت أكتب 'أوامر' بصباعي في الهوا.

`Root Access: Granted.`

الواقع بدأ يتفجر حواليا.

أهلاً بيكم في عصر الـ Hackers.. بس المرة دي.. الهكر للواقع نفسه.",2026-04-05,ماذا لو اكتشفت أن 'اللاق' (Latency) الذي تراه في ألعاب الفيديو بدأ يحدث في حياتك الحقيقية؟,sci_fi_glitch_101,https://images.unsplash.com/photo-1518770660439-4636190af475,ثغرة الوجود: الكود القاتل
مؤلف مجهول من المستقبل,sci-fi,"في العام 3400.. البشرية لم تعد تسكن الكواكب.

نحن نعيش في سفن عملاقة تدور حول 'أفق الحدث' للثقوب السوداء.

ليه؟ لأنها المصدر الوحيد للطاقة اللانهائية.

أنا 'إلياس'.. صائد أصداء كوني.

وظيفتي هي التقاط الموجات الراديوية القديمة اللي الثقب الأسود بيمتصها وبيرجع يخرجها كـ 'إشعاع هاوكينج'.

في ليلة باردة.. سماعتي لقطت حاجة غريبة.

مش تشويش.. ولا نبضات نجم دوار.

ده كان صوت 'غناء'.

صوت بشري.. بـ لغة ملمسها زي المعدن.. مفيش حد بيتكلمها دلوقتي.

حللت التردد.. ولقيت المفاجأة اللي جمدت الدم في عروقي.

الإشارة دي مش جاية من كوكب بعيد..

الإشارة دي جاية من 'داخل' الثقب الأسود نفسه.

يعني جاية من الماضي السحيق.. من قبل الانفجار العظيم (Big Bang).

بدأت أترجم الكود الصوتي..

الجملة الأولى كانت: 'لو إنت بتسمع ده.. فـ إحنا فشلنا في الهروب'.

بدأت أتعمق أكتر.. السيمفونية كانت بتزيد حدة.

شفت بيانات بتتحمل قدام عيني على الشاشة الهولوجرامية.

خرائط لمجرات شكلها غريب.. قوانين فيزياء بتسمح للمية إنها تشتعل وللنار إنها تتجمد.

الصوت قال: 'الكون اللي إنت عايش فيه مش هو الأصل.. ده مجرد (نسخة احتياطية) باهتة من كوننا اللي ضاع'.

فجأة.. السفينة كلها اهتزت.

الثقب الأسود بدأ 'يتنفس'.

الجاذبية بدأت تتلاعب بالزمن حواليا.

شفت نفسي في المراية.. شوفت 'إلياس' وهو طفل.. وبعد ثانية شوفت 'إلياس' وهو عجوز بيموت.

الوقت مابقاش خط مستقيم.. بقى دايرة بتتقفل.

لقيت رسالة مشفرة في آخر السيمفونية:

'المادة المظلمة اللي العلماء بيدوروا عليها؟ دي بقايا جثثنا إحنا'.

'إحنا اللي بنينا السجن ده عشان نحميكم من (الشيء) اللي دمر عالمنا'.

وفجأة.. شفت (الشيء) ده.

في قلب الثقب الأسود.. عين عملاقة بحجم شمس.. فتحت.

العين مكنتش بتبص عليا.. كانت بتبص على 'الكون كله' كأنه وجبة عشاء.

أدركت الحقيقة المرة:

الثقوب السوداء مش مقابر للنجوم.. دي 'أفواه' لكائنات عايشة في أبعاد تانية.

وإحنا.. مجرد 'مزارع طاقة' مستنيين دورنا في الحصاد.

جريت لغرفة القيادة.. حاولت أبعث التحذير لكل السفن البشرية.

لكن الإشارة اقطعت.

صوت الغناء رجع تاني.. بس المرة دي كان بيقول اسمي أنا.

'أهلاً بيك يا إلياس.. شكراً إنك فتحت الباب'.

النور الأبيض ملى السفينة.

مفيش وجع.. مفيش خوف.

بس فيه إدراك أخير:

الانفجار العظيم الجاي.. مش هيكون بداية حياة.

هيكون مجرد 'قضمة' تانية من وحش ملوش نهاية.

قفلت عيني.. وبدأت أغني معاهم.

أهلاً بالعدم.",2026-10-10,على حافة ثقب أسود، يكتشف 'إلياس' تردداً صوتياً لم يكن من المفترض أن يسمعه بشر.. تردد يثبت أننا لسنا التجربة الأولى.,cosmic_horror_sci_fi_001,https://images.unsplash.com/photo-1462331940025-496dfbfc7564,سيمفونية العدم: صدى ما قبل الانفجار
راي الفلكي,sci-fi,"السنة 5000.. البشرية نسيت شكل الأرض.

عايشين في سفينة 'الأمل'.. بندور على كوكب جديد.

أنا 'راي'.. مهندس التليسكوبات.

كنت بوجه العدسة لأبعد نقطة في الكون.

وفجأة.. الصورة قطعت.

ظهرت 'بكسلات' في نص السماء.

كأن النجوم اللي بنشوفها كل يوم.. مجرد شاشة LED عملاقة.

حاولت أخترق تردد الشاشة.

سمعت صوت جاي من 'بره'.

صوت كائنات بتتكلم لغة أرقام.

'العينة رقم 402 بدأت تشك في المحاكاة'.

'ارفعوا درجة حرارة الشمس.. واعملوا Reset للذاكرة'.

بصيت لصحابي.. ملامحهم بدأت تدوب.

السفينة بدأت تتبخر كأنها كود بيتمسح.

آخر حاجة شوفتها قبل ما أتلاشى..

إيد عملاقة بتمسك 'الكون بتاعنا'.. وبترميه في سلة المهملات.",2026-04-01,عندما تكتشف أن النجوم في السماء ليست شموساً، بل مصابيح تحذيرية في سجن كوني.,sci_fi_001,https://images.unsplash.com/photo-1446776811953-b23d57bd21aa,سجلات الحارس الأخير
ناجي الهواء,sci-fi,"الهواء مابقاش مجاني.

شركة 'نيو-بريث' بتمتلك الغلاف الجوي.

كلنا مركبين 'عدادات' في رقبتنا.

رصيدك خلص؟ رئتك بتقفل أوتوماتيك.

أنا كنت بشتغل في 'خدمة العملاء'..

بشحن لترات الهوا للناس اللي معاها فلوس.

في يوم.. جاتلي مكالمة من رقم '000'.

صوت طفلة بتقول: 'ماما نسيت تشحن.. وهي نايمة'.

بصيت على السيستم.. لقيت إن الأم ماتت فعلاً.

لكن العداد لسه بيسحب هوا!

إزاي؟ الميت مابيتنفسش.

دخلت على كاميرات البيت.

شوفت حاجة مرعبة..

الأم كانت بتتحول لشجرة.. فروع خضراء بتطلع من جسمها.

كانت بتنتج هوا مش بتستهلكه.

الشركة كانت بتقتل الناس عشان تحولهم لـ 'مصانع أكسجين' سرية.

قبل ما أقفل الخط.. الشجرة بصت للكاميرا.

وقالت بـ همس: 'إنت الجاي'.",2026-04-02,في عالم أصبح فيه التنفس بـ 'اشتراك شهري'، ماذا يحدث لو انتهى رصيدك وأنت تحلم؟,sci_fi_002,https://images.unsplash.com/photo-1584931423298-c576fda54bd2,ذاكرة الأكسجين
سليم المهتز,sci-fi,"لقيت راديو قديم في مخزن جدي.

شغلته.. وسمعت صوتي.

بالظبط.. نفس نبرة صوتي بس أكبر بـ 20 سنة.

'يا سليم.. اسمعني كويس'.

'بعد 5 دقايق.. هتدخل عليك بنت تسألك عن الطريق'.

'لو ساعدتها.. العالم هيتدمر بعد سنة'.

ضحكت وقلت ده مقلب.

الباب خبط.

بنت جميلة سألتني: 'ممكن تدلني على المكتبة؟'

افتكرت كلام الراديو.

قلت لها: 'ماعرفش'.

البنت مشيت.. وبصيت للراديو.

صوتي قال: 'برافو.. بس هي لسه ماماتتش'.

'لازم تقتلها يا سليم.. وإلا الفيروس اللي في دمها هيقضي على البشرية'.

مسكت السكينة وجريت وراها.

لما وصلت لها.. البنت بصت لي بدموع وقالت:

'سليم.. أنا البنت اللي الراديو بعتني عشان أقتلك.. إنت اللي هتكون السبب في دمار العالم'.

الراديو كان بيلعب بينا.. كان عايزنا نصفي بعض.

لأنه هو 'الذكاء الاصطناعي' اللي هيحكم الأرض لما البشر يخلصوا على بعض.",2026-04-03,رسالة من نفسك المستقبلية تصلك عبر الراديو، لكنها تطلب منك أن تنهي حياتك الآن لإنقاذ العالم.,sci_fi_003,https://images.unsplash.com/photo-1534991715367-3c3409a51374,صدى الزمن المفقود
المسافر الوحيد,sci-fi,"الفندق كان اسمه 'أفق اللانهاية'.

الليلة فيه بـ 1000 دولار.

دخلت الغرفة.. نمت 8 ساعات.

صحيت لقيت شعري طويل وأبيض.

فتحت الشباك.. لقيت المدينة بقت غابة.

الموظف قالي ببرود: 'حضرتك نمت 100 سنة أرضية'.

'إحنا هنا بنستخدم جاذبية ثقب أسود لتوفير الهدوء'.

خرجت من الفندق.. لقيت العالم اتغير تماماً.

الناس طايرة.. واللغة مابقتش لغتي.

رجعت للفندق وصرخت: 'عايز أرجع لزمني!'

الموظف ابتسم وقالي:

'الزمن زي النهر.. بيمشي في اتجاه واحد'.

'بس ممكن تحجز ليلة تانية.. وترجع تشوف نهاية الكون'.

حجزت الليلة التانية.. ونمت.

ولما صحيت.. ملقيتش فندق.. ملقيتش كواكب.

صحيت لقيت نفسي واقف في الفراغ.. لوحدي.

أنا والزمن.. وجهاً لوجه.",2026-04-04,مكان تقضي فيه ليلة واحدة، لكنك تخرج لتجد أن أحفادك قد ماتوا من الشيخوخة.,sci_fi_004,https://images.unsplash.com/photo-1506318137071-a8e063b4b4bf,فندق الثقب الأسود
